season,player_id,player_name,team,position,games,attempts,completions,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,fumbles
2018,00-0019596,T.Brady,NE,QB,19,695,460,5308,31,14,31,2,1,6,0,0
2018,00-0020531,D.Brees,NO,QB,17,567,418,4542,36,7,20,4,1,1,0,0
2018,00-0021206,J.McCown,NYJ,QB,4,110,60,539,1,4,32,0,0,0,0,0
2018,00-0021547,A.Gates,LAC,TE,17,0,0,0,0,0,0,0,37,409,3,0
2018,00-0022787,M.Schaub,ATL,QB,2,7,5,20,0,0,0,0,1,-7,0,0
2018,00-0022803,E.Manning,NYG,QB,16,576,380,4299,21,11,20,1,0,0,0,0
2018,00-0022921,L.Fitzgerald,ARI,WR,16,1,1,32,1,0,0,0,69,734,6,0
2018,00-0022924,B.Roethlisberger,PIT,QB,16,675,452,5129,34,16,98,3,1,-1,0,0
2018,00-0022942,P.Rivers,LAC,QB,18,591,394,4799,35,13,22,0,0,0,0,0
2018,00-0022943,B.Watson,NO,TE,14,0,0,0,0,0,0,0,36,412,2,0
2018,00-0023436,A.Smith,WAS,QB,10,328,205,2180,10,5,168,1,0,0,0,0
2018,00-0023459,A.Rodgers,GB,QB,16,597,372,4442,25,2,269,2,0,0,0,0
2018,00-0023500,F.Gore,MIA,RB,14,0,0,0,0,0,722,0,12,124,1,0
2018,00-0023564,D.Sproles,PHI,RB,8,0,0,0,0,0,145,1,20,195,2,0
2018,00-0023645,D.Anderson,BUF,QB,2,70,42,465,0,4,-1,0,0,0,0,0
2018,00-0023662,M.Cassel,DET,QB,2,17,7,59,0,1,13,0,0,0,0,0
2018,00-0023682,R.Fitzpatrick,TB,QB,8,246,164,2366,17,12,152,2,0,0,0,0
2018,00-0023853,M.Prater,DET,K,1,1,1,8,1,0,0,0,0,0,0,0
2018,00-0024221,V.Davis,WAS,TE,13,0,0,0,0,0,0,0,25,367,2,0
2018,00-0024243,M.Lewis,GB,TE,4,0,0,0,0,0,0,0,3,39,0,0
2018,00-0024334,B.Marshall,SEA,WR,6,0,0,0,0,0,0,0,11,136,1,0
2018,00-0024348,K.Williams,BUF,DT,1,0,0,0,0,0,0,0,1,9,0,0
2018,00-0024389,De.Walker,TEN,TE,1,0,0,0,0,0,0,0,4,52,0,0
2018,00-0024417,S.Koch,BAL,P,1,1,1,21,0,0,0,0,0,0,0,0
2018,00-0025394,A.Peterson,WAS,RB,16,0,0,0,0,0,1042,7,20,208,1,0
2018,00-0025396,T.Ginn,NO,WR,7,0,0,0,0,0,26,0,23,311,2,0
2018,00-0025399,M.Lynch,LV,RB,6,0,0,0,0,0,376,3,15,84,0,0
2018,00-0025415,J.Staley,SF,T,1,0,0,0,0,0,0,0,1,-5,0,0
2018,00-0025418,G.Olsen,CAR,TE,9,0,0,0,0,0,0,0,27,291,4,0
2018,00-0025580,M.Crosby,GB,K,1,0,0,0,0,0,0,0,0,0,0,0
2018,00-0025944,S.Hauschka,BUF,K,1,0,0,0,0,0,0,0,0,0,0,0
2018,00-0026035,D.Amendola,MIA,WR,15,1,1,28,1,0,-2,0,59,575,1,0
2018,00-0026143,M.Ryan,ATL,QB,16,608,422,4924,35,7,125,3,1,5,1,0
2018,00-0026153,J.Stewart,NYG,RB,3,0,0,0,0,0,17,0,0,0,0,0
2018,00-0026158,J.Flacco,BAL,QB,9,379,232,2465,12,6,45,0,0,0,0,0
2018,00-0026176,J.Nelson,LV,WR,15,0,0,0,0,0,-2,0,63,739,3,0
2018,00-0026189,D.Jackson,TB,WR,12,0,0,0,0,0,29,1,41,774,4,0
2018,00-0026197,C.Henne,KC,QB,1,3,2,29,0,0,3,0,0,0,0,0
2018,00-0026213,J.Charles,JAX,RB,2,0,0,0,0,0,7,0,2,7,0,0
2018,00-0026300,J.Johnson,WAS,QB,4,91,52,590,3,4,120,1,0,0,0,0
2018,00-0026345,P.Garcon,SF,WR,8,0,0,0,0,0,0,0,24,286,1,0
2018,00-0026498,M.Stafford,DET,QB,16,555,367,3777,21,11,71,0,0,0,0,0
2018,00-0026544,C.Daniel,CHI,QB,4,76,53,515,3,2,3,0,1,8,0,0
2018,00-0026625,B.Hoyer,NE,QB,5,2,1,7,0,0,-8,0,0,0,0,0
2018,00-0026898,M.Sanchez,WAS,QB,2,35,19,138,0,3,8,0,0,0,0,0
2018,00-0026901,M.Wallace,PHI,WR,1,0,0,0,0,0,0,0,0,0,0,0
2018,00-0026983,D.Heyward-Bey,PIT,WR,3,0,0,0,0,0,-7,0,1,9,0,0
2018,00-0026986,M.Crabtree,BAL,WR,17,0,0,0,0,0,0,0,56,645,5,0
2018,00-0027029,L.McCoy,BUF,RB,14,0,0,0,0,0,514,3,34,238,0,0
2018,00-0027061,J.Cook,LV,TE,16,0,0,0,0,0,0,0,68,896,6,0
2018,00-0027139,J.Phillips,ARI,TE,2,0,0,0,0,0,0,0,3,38,0,0
2018,00-0027150,J.Edelman,NE,WR,15,2,2,43,0,0,122,0,100,1238,6,0
2018,00-0027215,L.Paulsen,ATL,TE,7,0,0,0,0,0,0,0,9,91,1,0
2018,00-0027325,L.Blount,DET,RB,16,0,0,0,0,0,418,5,10,67,0,0
2018,00-0027440,S.Shields,LA,CB,2,0,0,0,0,0,0,0,2,24,0,0
2018,00-0027531,C.Ivory,BUF,RB,13,0,0,0,0,0,385,1,12,175,0,0
2018,00-0027656,R.Gronkowski,NE,TE,16,0,0,0,0,0,0,0,60,873,3,0
2018,00-0027675,E.Dickson,SEA,TE,10,0,0,0,0,0,9,0,16,185,3,0
2018,00-0027681,B.LaFell,LV,WR,4,0,0,0,0,0,0,0,12,135,2,0
2018,00-0027685,E.Sanders,DEN,WR,12,1,1,28,1,0,53,1,71,868,4,0
2018,00-0027688,C.McCoy,WAS,QB,3,54,34,372,3,3,63,0,0,0,0,0
2018,00-0027691,A.Roberts,NYJ,WR,8,0,0,0,0,0,20,0,10,79,1,0
2018,00-0027696,J.Graham,GB,TE,16,0,0,0,0,0,0,0,55,636,2,0
2018,00-0027793,A.Brown,PIT,WR,15,1,0,0,0,0,0,0,104,1297,15,0
2018,00-0027796,J.Webb,HOU,QB,1,0,0,0,0,0,0,0,2,13,0,0
2018,00-0027854,S.Bradford,ARI,QB,3,80,50,400,2,4,7,0,0,0,0,0
2018,00-0027873,J.Gresham,ARI,TE,8,0,0,0,0,0,0,0,9,94,0,0
2018,00-0027874,D.Thomas,HOU,WR,7,0,0,0,0,0,0,0,23,275,2,0
2018,00-0027891,G.Tate,PHI,WR,10,0,0,0,0,0,-8,0,37,342,2,0
2018,00-0027925,J.Develin,NE,FB,14,0,0,0,0,0,13,4,13,70,0,0
2018,00-0027939,C.Newton,CAR,QB,14,471,320,3395,24,13,488,4,0,0,0,0
2018,00-0027942,A.Green,CIN,WR,9,0,0,0,0,0,0,0,46,694,6,0
2018,00-0027944,J.Jones,ATL,WR,16,0,0,0,0,0,12,0,113,1677,8,0
2018,00-0027948,B.Gabbert,TEN,QB,8,101,61,626,4,4,0,0,0,0,0,0
2018,00-0027966,M.Ingram,NO,RB,14,0,0,0,0,0,729,6,25,185,1,0
2018,00-0027973,A.Dalton,CIN,QB,11,365,226,2566,21,11,99,0,0,0,0,0
2018,00-0027981,K.Rudolph,MIN,TE,16,0,0,0,0,0,0,0,64,634,4,0
2018,00-0027985,L.Kendricks,GB,TE,13,0,0,0,0,0,0,0,19,170,1,0
2018,00-0027996,T.Smith,CAR,WR,8,0,0,0,0,0,0,0,17,190,2,0
2018,00-0028002,R.Cobb,GB,WR,9,0,0,0,0,0,0,0,38,383,2,0
2018,00-0028011,S.Ridley,PIT,RB,9,0,0,0,0,0,80,1,3,18,0,0
2018,00-0028042,L.Stocker,TEN,TE,12,0,0,0,0,0,0,0,15,165,2,0
2018,00-0028063,T.Jones,BUF,RB,2,0,0,0,0,0,0,0,0,0,0,0
2018,00-0028064,B.Powell,NYJ,RB,7,0,0,0,0,0,343,0,11,110,1,0
2018,00-0028074,A.Sherman,KC,RB,8,0,0,0,0,0,2,0,8,96,1,0
2018,00-0028083,J.Rodgers,TB,RB,13,0,0,0,0,0,106,1,38,304,0,0
2018,00-0028087,D.Lewis,TEN,RB,16,0,0,0,0,0,517,1,59,400,1,0
2018,00-0028091,J.Kerley,BUF,WR,1,0,0,0,0,0,0,0,2,7,0,0
2018,00-0028093,N.Paul,JAX,TE,5,0,0,0,0,0,-3,0,10,98,0,0
2018,00-0028097,L.Smith,LV,TE,6,0,0,0,0,0,0,0,10,73,3,0
2018,00-0028112,C.Clay,BUF,TE,11,0,0,0,0,0,0,0,21,184,0,0
2018,00-0028114,D.Harris,LV,WR,8,0,0,0,0,0,12,0,6,40,0,0
2018,00-0028116,A.Robinson,MIN,WR,14,0,0,0,0,0,0,0,17,231,5,0
2018,00-0028118,T.Taylor,CLE,QB,4,85,42,473,2,2,125,1,0,0,0,0
2018,00-0028128,C.Jones,CAR,FS,1,0,0,0,0,0,0,0,0,0,0,0
2018,00-0028142,V.Green,LAC,TE,15,0,0,0,0,0,0,0,21,219,2,0
2018,00-0028237,C.Hogan,NE,WR,18,0,0,0,0,0,0,0,43,590,3,0
2018,00-0028263,A.Holmes,DEN,WR,1,0,0,0,0,0,0,0,1,5,0,0
2018,00-0028292,N.Bellore,DET,ILB,4,0,0,0,0,0,0,0,4,15,0,0
2018,00-0028411,D.Inman,IND,WR,10,0,0,0,0,0,0,0,36,412,4,0
2018,00-0028434,D.Baldwin,SEA,WR,14,0,0,0,0,0,0,0,53,650,5,0
2018,00-0028497,K.Aiken,PHI,WR,2,0,0,0,0,0,0,0,6,53,0,0
2018,00-0028581,P.DiMarco,BUF,FB,5,0,0,0,0,0,9,0,3,62,0,0
2018,00-0028825,T.Pryor,NYJ,WR,6,0,0,0,0,0,0,0,14,235,2,0
2018,00-0028872,J.Hekker,LA,P,6,5,3,31,0,0,3,0,0,0,0,0
2018,00-0028903,G.Celek,SF,TE,6,0,0,0,0,0,0,0,5,90,2,0
2018,00-0028986,C.Keenum,DEN,QB,16,586,365,3890,18,15,93,2,0,0,0,0
2018,00-0029000,C.Beasley,DAL,WR,18,1,0,0,0,0,0,0,69,715,3,0
2018,00-0029068,D.Coleman,ARI,FB,5,0,0,0,0,0,3,0,2,17,0,0
2018,00-0029091,B.Sowell,CHI,TE,2,0,0,0,0,0,0,0,1,2,1,0
2018,00-0029119,D.Carrier,LV,TE,6,0,0,0,0,0,0,0,7,67,1,0
2018,00-0029129,R.Streater,CLE,WR,1,0,0,0,0,0,-11,0,0,0,0,0
2018,00-0029137,A.Jeffery,PHI,WR,15,0,0,0,0,0,0,0,76,988,6,0
2018,00-0029141,A.Morris,SF,RB,11,0,0,0,0,0,428,2,8,73,0,0
2018,00-0029159,J.Kearse,NYJ,WR,13,0,0,0,0,0,0,0,37,371,1,0
2018,00-0029205,T.Cadet,CAR,RB,1,0,0,0,0,0,17,0,1,5,0,0
2018,00-0029239,B.Bolden,MIA,RB,5,0,0,0,0,0,91,2,3,13,1,0
2018,00-0029249,M.Ingram,LAC,OLB,1,0,0,0,0,0,0,0,0,0,0,0
2018,00-0029263,R.Wilson,SEA,QB,17,454,298,3681,36,7,390,1,1,-11,0,0
2018,00-0029269,T.Benjamin,LAC,WR,14,0,0,0,0,0,41,0,15,197,1,0
2018,00-0029273,R.Turbin,IND,RB,2,0,0,0,0,0,10,0,1,3,0,0
2018,00-0029293,M.Jones,DET,WR,9,0,0,0,0,0,0,0,35,508,5,0
2018,00-0029319,J.Bellamy,CHI,WR,14,0,0,0,0,0,0,0,15,151,1,0
2018,00-0029388,D.Thompson,DAL,WR,7,0,0,0,0,0,0,0,14,124,0,0
2018,00-0029410,T.Wilson,DET,SS,1,0,0,0,0,0,7,0,0,0,0,0
2018,00-0029414,O.Charles,CLE,TE,5,0,0,0,0,0,0,0,3,23,0,0
2018,00-0029492,J.Olawale,DAL,FB,4,0,0,0,0,0,0,0,2,13,0,0
2018,00-0029567,N.Foles,PHI,QB,7,266,184,1880,10,8,16,1,1,15,0,0
2018,00-0029572,J.Wright,CAR,WR,16,0,0,0,0,0,39,0,43,447,1,0
2018,00-0029580,R.Matthews,TEN,WR,2,0,0,0,0,0,0,0,3,11,0,0
2018,00-0029587,R.Ellison,NYG,TE,13,0,0,0,0,0,0,0,25,272,1,0
2018,00-0029604,K.Cousins,MIN,QB,16,606,425,4298,30,10,123,1,1,-1,0,0
2018,00-0029608,T.Hilton,IND,WR,16,0,0,0,0,0,0,0,85,1415,7,0
2018,00-0029613,D.Martin,LV,RB,16,0,0,0,0,0,723,4,18,116,0,0
2018,00-0029615,L.Miller,HOU,RB,15,0,0,0,0,0,991,5,33,226,1,0
2018,00-0029632,M.Sanu,ATL,WR,16,2,1,5,1,0,44,0,66,838,4,0
2018,00-0029638,M.Floyd,WAS,WR,10,0,0,0,0,0,0,0,10,100,1,0
2018,00-0029640,B.Quick,WAS,WR,2,0,0,0,0,0,0,0,3,18,0,0
2018,00-0029657,A.Hicks,CHI,DT,1,0,0,0,0,0,1,1,0,0,0,0
2018,00-0029664,J.Gordon,NE,WR,11,0,0,0,0,0,0,0,40,720,3,0
2018,00-0029665,R.Griffin,BAL,QB,2,6,2,21,0,0,0,0,0,0,0,0
2018,00-0029668,A.Luck,IND,QB,18,707,468,5018,42,16,194,0,1,4,0,0
2018,00-0029677,B.Weeden,HOU,QB,1,0,0,0,0,0,-1,0,0,0,0,0
2018,00-0029682,B.Osweiler,MIA,QB,7,178,113,1247,6,4,21,0,0,0,0,0
2018,00-0029689,D.Allen,NE,TE,3,0,0,0,0,0,0,0,3,27,0,0
2018,00-0029692,B.Anger,TB,P,1,1,0,0,0,0,0,0,0,0,0,0
2018,00-0029701,R.Tannehill,MIA,QB,11,274,176,1979,17,9,145,0,1,3,1,0
2018,00-0029738,D.Fells,CLE,TE,8,0,0,0,0,0,0,0,11,117,3,0
2018,00-0029795,B.Cunningham,CHI,RB,6,0,0,0,0,0,22,0,1,9,0,0
2018,00-0029848,N.Williams,TEN,WR,1,0,0,0,0,0,0,0,0,0,0,0
2018,00-0029854,C.Anderson,LA,RB,5,0,0,0,0,0,488,4,7,34,0,0
2018,00-0029892,K.Juszczyk,SF,FB,15,0,0,0,0,0,30,0,30,324,1,0
2018,00-0029931,Z.Line,NO,FB,11,0,0,0,0,0,45,0,5,14,2,0
2018,00-0030035,A.Thielen,MIN,WR,16,0,0,0,0,0,30,0,113,1373,9,0
2018,00-0030061,Z.Ertz,PHI,TE,18,0,0,0,0,0,0,0,126,1265,8,0
2018,00-0030068,M.Goodwin,SF,WR,11,0,0,0,0,0,9,0,23,395,4,0
2018,00-0030085,K.Stills,MIA,WR,15,1,1,3,1,0,0,0,37,553,6,0
2018,00-0030089,L.Willson,DET,TE,10,0,0,0,0,0,0,0,13,87,0,0
2018,00-0030107,T.Riddick,DET,RB,14,0,0,0,0,0,171,0,61,384,0,0
2018,00-0030108,R.Griffin,HOU,TE,14,0,0,0,0,0,0,0,25,311,0,0
2018,00-0030112,T.Bohanon,JAX,FB,7,0,0,0,0,0,0,0,6,41,0,0
2018,00-0030140,T.Way,WAS,P,1,1,1,7,0,0,0,0,0,0,0,0
2018,00-0030147,R.Shepard,NYG,WR,7,0,0,0,0,0,0,0,10,188,2,0
2018,00-0030155,D.Harris,KC,TE,12,0,0,0,0,0,0,0,13,166,3,0
2018,00-0030170,R.Miles,NYJ,FS,1,0,0,0,0,0,4,0,0,0,0,0
2018,00-0030181,J.Doyle,IND,TE,6,0,0,0,0,0,0,0,26,245,2,0
2018,00-0030196,J.Heath,DAL,SS,1,0,0,0,0,0,3,0,0,0,0,0
2018,00-0030216,J.Hill,NO,TE,13,0,0,0,0,0,0,0,20,216,1,0
2018,00-0030279,K.Allen,LAC,WR,17,0,0,0,0,0,75,0,103,1308,7,0
2018,00-0030288,R.Burkhead,NE,RB,11,0,0,0,0,0,282,3,21,176,1,0
2018,00-0030300,J.Brown,SEA,WR,10,0,0,0,0,0,0,0,14,166,5,0
2018,00-0030404,C.Thompson,WAS,RB,10,0,0,0,0,0,178,0,41,268,1,0
2018,00-0030414,S.Ware,KC,RB,12,0,0,0,0,0,246,2,21,245,0,0
2018,00-0030422,D.Sims,CHI,TE,2,0,0,0,0,0,0,0,2,9,0,0
2018,00-0030431,R.Woods,LA,WR,19,0,0,0,0,0,168,1,103,1391,6,0
2018,00-0030432,C.Michael,IND,RB,1,0,0,0,0,0,9,0,0,0,0,0
2018,00-0030433,M.Gillislee,NO,RB,4,0,0,0,0,0,43,0,1,9,0,0
2018,00-0030443,L.Toilolo,DET,TE,11,0,0,0,0,0,0,0,21,263,1,0
2018,00-0030456,G.Bernard,CIN,RB,12,0,0,0,0,0,211,3,35,218,0,0
2018,00-0030465,K.Barner,NE,RB,5,0,0,0,0,0,71,0,0,0,0,0
2018,00-0030470,V.McDonald,PIT,TE,15,0,0,0,0,0,0,0,50,610,4,0
2018,00-0030472,J.Reed,WAS,TE,13,0,0,0,0,0,0,0,54,558,2,0
2018,00-0030506,T.Kelce,KC,TE,18,0,0,0,0,0,0,0,113,1467,11,0
2018,00-0030513,L.Murray,MIN,RB,16,0,0,0,0,0,578,6,22,141,0,0
2018,00-0030516,B.Butler,MIA,WR,4,0,0,0,0,0,0,0,6,60,1,0
2018,00-0030520,M.Glennon,ARI,QB,2,21,15,174,1,0,0,0,0,0,0,0
2018,00-0030521,J.Hunter,PIT,WR,4,0,0,0,0,0,0,0,3,21,0,0
2018,00-0030525,T.Austin,DAL,WR,9,0,0,0,0,0,52,0,10,145,2,0
2018,00-0030533,M.Barkley,BUF,QB,1,25,15,232,3,0,-2,0,0,0,0,0
2018,00-0030542,T.Williams,DAL,WR,2,0,0,0,0,0,0,0,2,18,0,0
2018,00-0030549,T.Eifert,CIN,TE,4,0,0,0,0,0,0,0,15,179,1,0
2018,00-0030564,D.Hopkins,HOU,WR,17,1,0,0,0,0,-7,0,120,1609,11,0
2018,00-0030565,G.Smith,LAC,QB,4,4,1,8,0,0,2,0,0,0,0,0
2018,00-0030578,C.Patterson,NE,RB,18,0,0,0,0,0,238,1,25,279,3,0
2018,00-0030648,A.Villanueva,PIT,T,1,0,0,0,0,0,0,0,1,2,1,0
2018,00-0030656,I.Crowell,NYJ,RB,13,0,0,0,0,0,685,6,21,152,0,0
2018,00-0030663,W.Snead,BAL,WR,15,0,0,0,0,0,13,0,65,701,1,0
2018,00-0030668,C.West,KC,RB,2,0,0,0,0,0,-1,0,2,37,1,0
2018,00-0030669,A.Wilson,MIA,WR,7,1,1,52,1,0,16,0,26,391,4,0
2018,00-0030670,B.Fowler,NYG,WR,10,0,0,0,0,0,0,0,16,199,1,0
2018,00-0030710,T.Burton,CHI,TE,16,0,0,0,0,0,2,0,54,569,6,0
2018,00-0030711,D.Fluellen,TEN,RB,2,0,0,0,0,0,16,0,0,0,0,0
2018,00-0030737,F.Martino,TB,WR,1,0,0,0,0,0,0,0,0,0,0,0
2018,00-0030741,R.Nix,PIT,FB,5,0,0,0,0,0,4,0,4,38,0,0
2018,00-0030780,R.Hewitt,IND,TE,3,0,0,0,0,0,0,0,1,1,1,0
2018,00-0030821,A.Hurns,DAL,WR,14,0,0,0,0,0,0,0,21,309,2,0
2018,00-0030854,E.Swoope,IND,TE,7,0,0,0,0,0,0,0,8,87,3,0
2018,00-0030874,D.Williams,KC,RB,12,0,0,0,0,0,415,6,33,251,4,0
2018,00-0030968,K.Smith,LV,FB,5,0,0,0,0,0,0,0,5,23,0,0
2018,00-0031023,Q.Enunwa,NYJ,WR,11,0,0,0,0,0,0,0,38,449,1,0
2018,00-0031035,X.Grimble,PIT,TE,7,0,0,0,0,0,0,0,6,86,0,0
2018,00-0031045,C.Hyde,JAX,RB,8,0,0,0,0,0,189,0,4,4,0,0
2018,00-0031051,J.Brown,BAL,WR,17,0,0,0,0,0,4,0,44,729,5,0
2018,00-0031060,D.Thomas,KC,WR,3,0,0,0,0,0,6,0,3,29,1,0
2018,00-0031062,J.White,NE,RB,19,0,0,0,0,0,452,5,107,902,7,0
2018,00-0031068,R.Grant,IND,WR,14,0,0,0,0,0,0,0,35,334,1,0
2018,00-0031075,A.Blue,HOU,RB,17,0,0,0,0,0,507,2,22,165,0,0
2018,00-0031102,K.Bibbs,WAS,RB,8,0,0,0,0,0,101,3,13,102,1,0
2018,00-0031136,C.Boswell,PIT,K,1,1,1,2,1,0,0,0,0,0,0,0
2018,00-0031166,S.Roberts,LV,WR,15,0,0,0,0,0,5,0,45,494,2,0
2018,00-0031167,S.Simonson,NYG,TE,7,0,0,0,0,0,0,0,9,86,1,0
2018,00-0031189,T.Jones,DET,WR,12,0,0,0,0,0,0,0,19,190,2,0
2018,00-0031228,T.Gabriel,CHI,WR,17,0,0,0,0,0,81,0,71,725,2,0
2018,00-0031235,O.Beckham,NYG,WR,12,2,2,106,2,0,19,0,77,1052,6,0
2018,00-0031236,B.Cooks,LA,WR,18,0,0,0,0,0,73,1,99,1496,5,0
2018,00-0031237,T.Bridgewater,NO,QB,4,23,14,118,1,1,5,0,0,0,0,0
2018,00-0031257,P.Richardson,WAS,WR,7,0,0,0,0,0,9,0,20,262,2,0
2018,00-0031260,L.Thomas,BUF,TE,8,1,1,15,0,0,0,0,12,77,0,0
2018,00-0031273,C.Brate,TB,TE,15,0,0,0,0,0,0,0,30,289,6,0
2018,00-0031280,D.Carr,LV,QB,16,553,381,4049,19,10,47,1,1,-9,0,0
2018,00-0031285,D.Freeman,ATL,RB,2,0,0,0,0,0,68,0,5,23,0,0
2018,00-0031288,A.McCarron,LV,QB,2,3,1,8,0,0,-2,0,0,0,0,0
2018,00-0031299,J.Matthews,PHI,TE,12,0,0,0,0,0,0,0,21,337,3,0
2018,00-0031301,J.Hill,NE,RB,1,0,0,0,0,0,25,0,1,6,0,0
2018,00-0031325,S.Watkins,KC,WR,12,0,0,0,0,0,50,0,50,695,3,0
2018,00-0031326,B.Ellington,HOU,WR,3,0,0,0,0,0,0,0,8,92,1,0
2018,00-0031339,D.Moncrief,JAX,WR,16,0,0,0,0,0,0,0,48,668,3,0
2018,00-0031344,C.Latimer,NYG,WR,5,0,0,0,0,0,0,0,11,190,1,0
2018,00-0031345,J.Garoppolo,SF,QB,3,89,53,718,5,3,33,0,0,0,0,0
2018,00-0031359,K.Benjamin,KC,WR,3,0,0,0,0,0,0,0,2,26,0,0
2018,00-0031360,K.Van Noy,NE,OLB,1,0,0,0,0,0,0,0,0,0,0,0
2018,00-0031373,M.Bryant,LV,WR,7,0,0,0,0,0,23,0,19,266,0,0
2018,00-0031381,D.Adams,GB,WR,15,0,0,0,0,0,0,0,111,1386,13,0
2018,00-0031382,J.Landry,CLE,WR,16,2,1,63,0,0,60,1,81,976,4,0
2018,00-0031384,R.Rodgers,PHI,TE,1,0,0,0,0,0,0,0,1,7,0,0
2018,00-0031387,E.Ebron,IND,TE,18,1,0,0,0,0,-8,1,74,827,14,0
2018,00-0031395,G.Gilbert,CAR,QB,1,3,2,40,0,0,0,0,0,0,0,0
2018,00-0031407,B.Bortles,JAX,QB,13,403,243,2718,13,11,365,1,0,0,0,0
2018,00-0031408,M.Evans,TB,WR,16,0,0,0,0,0,0,0,86,1524,8,0
2018,00-0031418,A.Seferian-Jenkins,JAX,TE,5,0,0,0,0,0,0,0,11,90,1,0
2018,00-0031428,A.Robinson,CHI,WR,14,0,0,0,0,0,9,0,65,897,5,0
2018,00-0031462,J.Cunningham,DET,TE,1,0,0,0,0,0,0,0,0,0,0,0
2018,00-0031484,C.Manhertz,CAR,TE,3,0,0,0,0,0,0,0,2,52,1,0
2018,00-0031503,J.Winston,TB,QB,11,378,244,2992,19,14,281,1,0,0,0,0
2018,00-0031544,A.Cooper,LV,WR,6,0,0,0,0,0,9,0,22,280,1,0
2018,00-0031545,K.White,CHI,WR,3,0,0,0,0,0,0,0,4,92,0,0
2018,00-0031547,D.Parker,MIA,WR,11,0,0,0,0,0,0,0,24,309,1,0
2018,00-0031549,N.Agholor,PHI,WR,18,1,1,15,0,0,44,0,68,774,4,0
2018,00-0031558,M.Williams,BAL,TE,10,0,0,0,0,0,8,0,17,151,1,0
2018,00-0031569,J.Langford,ATL,RB,1,0,0,0,0,0,25,0,0,0,0,0
2018,00-0031570,J.Hardy,ATL,WR,8,0,0,0,0,0,0,0,14,133,2,0
2018,00-0031577,J.Allen,BAL,RB,11,0,0,0,0,0,110,3,35,196,2,0
2018,00-0031585,M.Pruitt,TEN,TE,7,0,0,0,0,0,0,0,9,102,1,0
2018,00-0031588,S.Diggs,MIN,WR,15,0,0,0,0,0,62,0,102,1021,9,0
2018,00-0031590,J.Ajayi,PHI,RB,4,0,0,0,0,0,184,3,5,20,0,0
2018,00-0031595,M.Burton,CHI,FB,1,0,0,0,0,0,0,0,1,6,0,0
2018,00-0031598,N.Boyle,BAL,TE,12,0,0,0,0,0,0,0,23,213,0,0
2018,00-0031599,C.Artis-Payne,CAR,RB,4,0,0,0,0,0,69,1,3,15,0,0
2018,00-0031609,A.Derby,MIA,TE,3,0,0,0,0,0,0,0,3,48,1,0
2018,00-0031610,D.Waller,LV,TE,3,0,0,0,0,0,21,0,6,75,0,0
2018,00-0031665,Z.Zenner,DET,RB,7,0,0,0,0,0,265,3,7,56,0,0
2018,00-0031687,R.Mostert,SF,RB,6,0,0,0,0,0,261,1,6,25,0,0
2018,00-0031690,E.Tomlinson,NYJ,TE,8,0,0,0,0,0,0,0,8,72,0,0
2018,00-0031731,C.Grant,JAX,RB,5,0,0,0,0,0,40,0,9,67,0,0
2018,00-0031744,M.LaCosse,DEN,TE,13,0,0,0,0,0,0,0,24,250,1,0
2018,00-0031763,D.Carter,PHI,WR,2,0,0,0,0,0,0,0,2,21,0,0
2018,00-0031782,E.Rogers,PIT,WR,3,0,0,0,0,0,-4,0,12,79,0,0
2018,00-0031787,J.Kumerow,GB,WR,4,0,0,0,0,0,0,0,8,103,1,0
2018,00-0031788,M.Lengel,CIN,TE,6,0,0,0,0,0,0,0,3,17,1,0
2018,00-0031800,T.Heinicke,CAR,QB,5,57,35,320,1,3,31,0,0,0,0,0
2018,00-0031806,M.Brown,LA,RB,10,0,0,0,0,0,212,0,5,52,1,0
2018,00-0031868,D.Byrd,CAR,WR,2,0,0,0,0,0,0,0,1,8,0,0
2018,00-0031900,R.Smith,DAL,RB,14,0,0,0,0,0,128,1,9,60,0,0
2018,00-0031912,C.Meredith,NO,WR,3,0,0,0,0,0,0,0,9,114,1,0
2018,00-0031922,K.Lee,BUF,TE,1,0,0,0,0,0,0,0,1,5,0,0
2018,00-0031941,J.Crowder,WAS,WR,9,0,0,0,0,0,30,0,29,388,2,0
2018,00-0031951,J.O'Shaughnessy,JAX,TE,13,0,0,0,0,0,0,0,24,214,0,0
2018,00-0031953,G.Davis,LAC,WR,1,0,0,0,0,0,0,0,0,0,0,0
2018,00-0031959,M.Murphy,BUF,RB,9,0,0,0,0,0,250,0,11,26,0,0
2018,00-0031972,D.Jennings,TEN,WR,9,1,1,21,0,0,2,0,11,101,0,0
2018,00-0032009,A.Humphries,TB,WR,16,0,0,0,0,0,11,0,76,816,5,0
2018,00-0032054,B.Perriman,CLE,WR,10,0,0,0,0,0,2,0,16,340,2,0
2018,00-0032055,D.Funchess,CAR,TE,14,0,0,0,0,0,0,0,44,549,4,0
2018,00-0032058,T.Coleman,ATL,RB,16,0,0,0,0,0,800,4,32,276,5,0
2018,00-0032062,B.Bell,JAX,TE,7,0,0,0,0,0,0,0,8,67,0,0
2018,00-0032063,M.Davis,SEA,RB,16,0,0,0,0,0,524,4,36,236,1,0
2018,00-0032089,B.Parker,DEN,TE,6,0,0,0,0,0,0,0,5,33,0,0
